,agency_name,unit_appropriation_name,object_class_name,total_amount,bn_dol
229,CITY COUNCIL,OTPS COUNCIL MEMBERS,SUPPLIES AND MATERIALS,2070000,0.00207
230,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE PS,ADDITIONAL GROSS PAY,6855733,0.006855733
231,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE PS,AMOUNTS TO BE SCHEDULED,2230292,0.002230292
232,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE PS,FRINGE BENEFITS,204830121,0.204830121
233,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE PS,FULL TIME SALARIED,524945041,0.524945041
234,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE PS,UNSALARIED,125365200,0.1253652
235,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE-OTPS,CONTRACTUAL SERVICES,29002858,0.029002858
236,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE-OTPS,FIXED & MISCELLANEOUS CHARGES,39520889,0.039520889
237,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE-OTPS,OTHER SERVICES AND CHARGES,371230457,0.371230457
238,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE-OTPS,PROPERTY AND EQUIPMENT,27816569,0.027816569
239,CITY UNIVERSITY OF NEW YORK,COMMUNITY COLLEGE-OTPS,SUPPLIES AND MATERIALS,27635474,0.027635474
240,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-OTPS,CONTRACTUAL SERVICES,320844,0.000320844
241,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-OTPS,OTHER SERVICES AND CHARGES,686081,0.000686081
242,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-OTPS,PROPERTY AND EQUIPMENT,153036,0.000153036
243,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-OTPS,SUPPLIES AND MATERIALS,103324,0.000103324
244,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-PS,ADDITIONAL GROSS PAY,469613,0.000469613
245,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-PS,FRINGE BENEFITS,6482258,0.006482258
246,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-PS,FULL TIME SALARIED,13776182,0.013776182
247,CITY UNIVERSITY OF NEW YORK,HUNTER SCHOOLS-PS,UNSALARIED,899434,0.000899434
248,CITY UNIVERSITY OF NEW YORK,SENIOR COLLEGE OTPS,FIXED & MISCELLANEOUS CHARGES,35000000,0.035
249,CIVIL SERVICE COMMISSION,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,4814,4.814e-06
250,CIVIL SERVICE COMMISSION,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,0,0.0
251,CIVIL SERVICE COMMISSION,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,22284,2.2284e-05
252,CIVIL SERVICE COMMISSION,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,12120,1.212e-05
253,CIVIL SERVICE COMMISSION,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,9585,9.585e-06
254,CIVIL SERVICE COMMISSION,PERSONAL SERVICES,ADDITIONAL GROSS PAY,2100,2.1e-06
255,CIVIL SERVICE COMMISSION,PERSONAL SERVICES,FULL TIME SALARIED,671781,0.000671781
256,CIVIL SERVICE COMMISSION,PERSONAL SERVICES,UNSALARIED,430555,0.000430555
257,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-OTPS,CONTRACTUAL SERVICES,279983,0.000279983
258,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
259,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-OTPS,OTHER SERVICES AND CHARGES,4175570,0.00417557
260,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-OTPS,PROPERTY AND EQUIPMENT,169552,0.000169552
261,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-OTPS,SUPPLIES AND MATERIALS,150921,0.000150921
262,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-PS,ADDITIONAL GROSS PAY,534370,0.00053437
263,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-PS,FULL TIME SALARIED,19797071,0.019797071
264,CIVILIAN COMPLAINT REVIEW BOARD,CCRB-PS,UNSALARIED,786479,0.000786479
265,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,CONTRACTUAL SERVICES,501722,0.000501722
266,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,FIXED & MISCELLANEOUS CHARGES,6236,6.236e-06
267,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,OTHER SERVICES AND CHARGES,808632,0.000808632
268,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,PROPERTY AND EQUIPMENT,310917,0.000310917
269,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,SOCIAL SERVICES,0,0.0
270,COMMISSION ON HUMAN RIGHTS,COMM DEVELOP OTPS,SUPPLIES AND MATERIALS,217936,0.000217936
271,COMMISSION ON HUMAN RIGHTS,COMMUNITY DEVELOP P.S.,ADDITIONAL GROSS PAY,215844,0.000215844
272,COMMISSION ON HUMAN RIGHTS,COMMUNITY DEVELOP P.S.,AMOUNTS TO BE SCHEDULED,638,6.38e-07
273,COMMISSION ON HUMAN RIGHTS,COMMUNITY DEVELOP P.S.,FULL TIME SALARIED,4869982,0.004869982
274,COMMISSION ON HUMAN RIGHTS,COMMUNITY DEVELOP P.S.,OTHER SALARIED,1188,1.188e-06
275,COMMISSION ON HUMAN RIGHTS,COMMUNITY DEVELOP P.S.,UNSALARIED,48368,4.8368e-05
276,COMMISSION ON HUMAN RIGHTS,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,138019,0.000138019
277,COMMISSION ON HUMAN RIGHTS,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,172,1.72e-07
278,COMMISSION ON HUMAN RIGHTS,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,196606,0.000196606
279,COMMISSION ON HUMAN RIGHTS,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,186046,0.000186046
280,COMMISSION ON HUMAN RIGHTS,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,169306,0.000169306
281,COMMISSION ON HUMAN RIGHTS,PERSONAL SERVICES,ADDITIONAL GROSS PAY,48568,4.8568e-05
282,COMMISSION ON HUMAN RIGHTS,PERSONAL SERVICES,FULL TIME SALARIED,4531698,0.004531698
283,COMMISSION ON HUMAN RIGHTS,PERSONAL SERVICES,OTHER SALARIED,2657,2.657e-06
284,COMMISSION ON HUMAN RIGHTS,PERSONAL SERVICES,UNSALARIED,100510,0.00010051
285,COMMISSION ON RACIAL EQUITY,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,0,0.0
286,COMMISSION ON RACIAL EQUITY,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,68642,6.8642e-05
287,COMMISSION ON RACIAL EQUITY,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,296358,0.000296358
288,COMMISSION ON RACIAL EQUITY,PERSONAL SERVICES,FULL TIME SALARIED,477517,0.000477517
289,COMMUNITY BOARDS,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,749407,0.000749407
290,COMMUNITY BOARDS,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,89128,8.9128e-05
291,COMMUNITY BOARDS,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,1152845,0.001152845
292,COMMUNITY BOARDS,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,235985,0.000235985
293,COMMUNITY BOARDS,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,465272,0.000465272
294,COMMUNITY BOARDS,PERSONAL SERVICES,ADDITIONAL GROSS PAY,73264,7.3264e-05
295,COMMUNITY BOARDS,PERSONAL SERVICES,AMOUNTS TO BE SCHEDULED,378853,0.000378853
296,COMMUNITY BOARDS,PERSONAL SERVICES,FULL TIME SALARIED,13056048,0.013056048
297,COMMUNITY BOARDS,PERSONAL SERVICES,OTHER SALARIED,263116,0.000263116
298,COMMUNITY BOARDS,PERSONAL SERVICES,UNSALARIED,642580,0.00064258
299,COMMUNITY BOARDS,RENT,OTHER SERVICES AND CHARGES,2627679,0.002627679
300,COMMUNITY BOARDS,RENT AND ENERGY,OTHER SERVICES AND CHARGES,2314419,0.002314419
301,CONFLICTS OF INTEREST BOARD,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,45187,4.5187e-05
302,CONFLICTS OF INTEREST BOARD,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,0,0.0
303,CONFLICTS OF INTEREST BOARD,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,37433,3.7433e-05
304,CONFLICTS OF INTEREST BOARD,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,17257,1.7257e-05
305,CONFLICTS OF INTEREST BOARD,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,43507,4.3507e-05
306,CONFLICTS OF INTEREST BOARD,PERSONAL SERVICES,ADDITIONAL GROSS PAY,7472,7.472e-06
307,CONFLICTS OF INTEREST BOARD,PERSONAL SERVICES,FULL TIME SALARIED,2660430,0.00266043
308,DEPARTMENT FOR THE AGING,COMMUNITY PROGRAMS - PS,ADDITIONAL GROSS PAY,107101,0.000107101
309,DEPARTMENT FOR THE AGING,COMMUNITY PROGRAMS - PS,AMOUNTS TO BE SCHEDULED,301784,0.000301784
310,DEPARTMENT FOR THE AGING,COMMUNITY PROGRAMS - PS,FULL TIME SALARIED,10845479,0.010845479
311,DEPARTMENT FOR THE AGING,COMMUNITY PROGRAMS - PS,UNSALARIED,1030306,0.001030306
312,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT - PS,ADDITIONAL GROSS PAY,212865,0.000212865
313,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT - PS,FULL TIME SALARIED,17651664,0.017651664
314,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT - PS,UNSALARIED,586853,0.000586853
315,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT-OTPS,CONTRACTUAL SERVICES,4158178,0.004158178
316,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT-OTPS,FIXED & MISCELLANEOUS CHARGES,2921,2.921e-06
317,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT-OTPS,OTHER SERVICES AND CHARGES,848202,0.000848202
318,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT-OTPS,PROPERTY AND EQUIPMENT,65622,6.5622e-05
319,DEPARTMENT FOR THE AGING,EXECUTIVE & ADMIN MGMT-OTPS,SUPPLIES AND MATERIALS,107247,0.000107247
320,DEPARTMENT FOR THE AGING,IN HOME SERVICES,CONTRACTUAL SERVICES,107332160,0.10733216
321,DEPARTMENT FOR THE AGING,IN HOME SERVICES,OTHER SERVICES AND CHARGES,1127795,0.001127795
322,DEPARTMENT FOR THE AGING,IN HOME SERVICES,PROPERTY AND EQUIPMENT,0,0.0
323,DEPARTMENT FOR THE AGING,IN HOME SERVICES,SUPPLIES AND MATERIALS,0,0.0
324,DEPARTMENT FOR THE AGING,IN HOME SERVICES - PS,ADDITIONAL GROSS PAY,7412,7.412e-06
325,DEPARTMENT FOR THE AGING,IN HOME SERVICES - PS,FULL TIME SALARIED,2134359,0.002134359
326,DEPARTMENT FOR THE AGING,IN HOME SERVICES - PS,UNSALARIED,223984,0.000223984
327,DEPARTMENT FOR THE AGING,OUT-OF-HOME SERVICES,CONTRACTUAL SERVICES,352764809,0.352764809
328,DEPARTMENT FOR THE AGING,OUT-OF-HOME SERVICES,FIXED & MISCELLANEOUS CHARGES,87407,8.7407e-05
329,DEPARTMENT FOR THE AGING,OUT-OF-HOME SERVICES,OTHER SERVICES AND CHARGES,14492103,0.014492103
330,DEPARTMENT FOR THE AGING,OUT-OF-HOME SERVICES,PROPERTY AND EQUIPMENT,151504,0.000151504
331,DEPARTMENT FOR THE AGING,OUT-OF-HOME SERVICES,SUPPLIES AND MATERIALS,546797,0.000546797
332,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - OTPS,CONTRACTUAL SERVICES,24210183,0.024210183
333,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - OTPS,FIXED & MISCELLANEOUS CHARGES,130927,0.000130927
334,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - OTPS,OTHER SERVICES AND CHARGES,11248104,0.011248104
335,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - OTPS,PROPERTY AND EQUIPMENT,895691,0.000895691
336,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - OTPS,SUPPLIES AND MATERIALS,2878948,0.002878948
337,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - PS,ADDITIONAL GROSS PAY,5205112,0.005205112
338,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - PS,FRINGE BENEFITS,3400,3.4e-06
339,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - PS,FULL TIME SALARIED,101923129,0.101923129
340,DEPARTMENT OF BUILDINGS,AGENCYWIDE OPERATIONS - PS,UNSALARIED,960448,0.000960448
341,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - OTPS,CONTRACTUAL SERVICES,34500,3.45e-05
342,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - OTPS,OTHER SERVICES AND CHARGES,850438,0.000850438
343,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - OTPS,PROPERTY AND EQUIPMENT,0,0.0
344,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - OTPS,SUPPLIES AND MATERIALS,252160,0.00025216
345,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - PS,ADDITIONAL GROSS PAY,1500000,0.0015
346,DEPARTMENT OF BUILDINGS,ENFORCEMENT AND DEVELOPMENT - PS,FULL TIME SALARIED,40476625,0.040476625
347,DEPARTMENT OF BUILDINGS,SUSTAINABILITY OTPS,CONTRACTUAL SERVICES,0,0.0
348,DEPARTMENT OF BUILDINGS,SUSTAINABILITY OTPS,OTHER SERVICES AND CHARGES,0,0.0
349,DEPARTMENT OF BUILDINGS,SUSTAINABILITY OTPS,SUPPLIES AND MATERIALS,0,0.0
350,DEPARTMENT OF BUILDINGS,SUSTAINABILITY PERSONAL SERVICES,FULL TIME SALARIED,0,0.0
351,DEPARTMENT OF BUILDINGS,SUSTAINABILITY PERSONAL SERVICES,UNSALARIED,0,0.0
352,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,ADDITIONAL GROSS PAY,27156,2.7156e-05
353,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,CONTRACTUAL SERVICES,156777,0.000156777
354,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,FIXED & MISCELLANEOUS CHARGES,0,0.0
355,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,FULL TIME SALARIED,2341306,0.002341306
356,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,OTHER SERVICES AND CHARGES,63805,6.3805e-05
357,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,SUPPLIES AND MATERIALS,77106,7.7106e-05
358,DEPARTMENT OF CITY PLANNING,GEOGRAPHIC SYSTEMS,UNSALARIED,52670,5.267e-05
359,DEPARTMENT OF CITY PLANNING,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,10489969,0.010489969
360,DEPARTMENT OF CITY PLANNING,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,11055,1.1055e-05
361,DEPARTMENT OF CITY PLANNING,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,7794207,0.007794207
362,DEPARTMENT OF CITY PLANNING,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,108077,0.000108077
363,DEPARTMENT OF CITY PLANNING,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,376376,0.000376376
364,DEPARTMENT OF CITY PLANNING,PERSONAL SERVICES,ADDITIONAL GROSS PAY,365816,0.000365816
365,DEPARTMENT OF CITY PLANNING,PERSONAL SERVICES,FRINGE BENEFITS,242994,0.000242994
366,DEPARTMENT OF CITY PLANNING,PERSONAL SERVICES,FULL TIME SALARIED,28640432,0.028640432
367,DEPARTMENT OF CITY PLANNING,PERSONAL SERVICES,OTHER SALARIED,858454,0.000858454
368,DEPARTMENT OF CITY PLANNING,PERSONAL SERVICES,UNSALARIED,590932,0.000590932
369,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,ADDITIONAL GROSS PAY,21174984,0.021174984
370,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,AMOUNTS TO BE SCHEDULED,3870,3.87e-06
371,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,FRINGE BENEFITS,4106219,0.004106219
372,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,FULL TIME SALARIED,78341879,0.078341879
373,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,OTHER SALARIED,37449,3.7449e-05
374,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES,UNSALARIED,612781,0.000612781
375,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS,CONTRACTUAL SERVICES,52209710,0.05220971
376,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
377,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS,OTHER SERVICES AND CHARGES,157791085,0.157791085
378,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS,PROPERTY AND EQUIPMENT,1803398,0.001803398
379,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS,SUPPLIES AND MATERIALS,10148665,0.010148665
380,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD OF STANDARD & APPEALS PS,ADDITIONAL GROSS PAY,8113,8.113e-06
381,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD OF STANDARD & APPEALS PS,FULL TIME SALARIED,2409745,0.002409745
382,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD OF STANDARD & APPEALS PS,OTHER SALARIED,7327,7.327e-06
383,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD OF STANDARD & APPEALS PS,UNSALARIED,114962,0.000114962
384,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD. OF STANDARD & APPEAL  OTPS,CONTRACTUAL SERVICES,3650,3.65e-06
385,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD. OF STANDARD & APPEAL  OTPS,OTHER SERVICES AND CHARGES,91930,9.193e-05
386,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD. OF STANDARD & APPEAL  OTPS,PROPERTY AND EQUIPMENT,20911,2.0911e-05
387,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BD. OF STANDARD & APPEAL  OTPS,SUPPLIES AND MATERIALS,9168,9.168e-06
388,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES,AMOUNTS TO BE SCHEDULED,1107,1.107e-06
389,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES,FULL TIME SALARIED,3914616,0.003914616
390,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES,UNSALARIED,174881,0.000174881
391,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES - OTPS,CONTRACTUAL SERVICES,8399358,0.008399358
392,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES - OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
393,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES - OTPS,OTHER SERVICES AND CHARGES,4739945,0.004739945
394,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES - OTPS,PROPERTY AND EQUIPMENT,19270501,0.019270501
395,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,CITYWIDE FLEET SERVICES - OTPS,SUPPLIES AND MATERIALS,52415902,0.052415902
396,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY - PS,ADDITIONAL GROSS PAY,1799682,0.001799682
397,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY - PS,AMOUNTS TO BE SCHEDULED,5995,5.995e-06
398,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY - PS,FRINGE BENEFITS,2737,2.737e-06
399,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY - PS,FULL TIME SALARIED,13068884,0.013068884
400,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY - PS,UNSALARIED,416314,0.000416314
401,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY- OTPS,CONTRACTUAL SERVICES,43968270,0.04396827
402,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY- OTPS,FIXED & MISCELLANEOUS CHARGES,9520,9.52e-06
403,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY- OTPS,OTHER SERVICES AND CHARGES,572560,0.00057256
404,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY- OTPS,PROPERTY AND EQUIPMENT,182042,0.000182042
405,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF ADMINISTRATION AND SECURITY- OTPS,SUPPLIES AND MATERIALS,288789,0.000288789
406,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,ADDITIONAL GROSS PAY,176174,0.000176174
407,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,AMOUNTS TO BE SCHEDULED,1612,1.612e-06
408,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,CONTRACTUAL SERVICES,1331185,0.001331185
409,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,FIXED & MISCELLANEOUS CHARGES,538137,0.000538137
410,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,FULL TIME SALARIED,14612154,0.014612154
411,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,OTHER SERVICES AND CHARGES,108445,0.000108445
412,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,PROPERTY AND EQUIPMENT,218632,0.000218632
413,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,SUPPLIES AND MATERIALS,38042,3.8042e-05
414,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,DIV OF REAL ESTATE SERVICES,UNSALARIED,34179,3.4179e-05
415,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT,ADDITIONAL GROSS PAY,23476,2.3476e-05
416,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT,AMOUNTS TO BE SCHEDULED,658,6.58e-07
417,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT,FULL TIME SALARIED,11227025,0.011227025
418,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT,UNSALARIED,24030,2.403e-05
419,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT - OTPS,CONTRACTUAL SERVICES,10408738,0.010408738
420,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT - OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
421,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT - OTPS,OTHER SERVICES AND CHARGES,918247581,0.918247581
422,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT - OTPS,PROPERTY AND EQUIPMENT,1627099,0.001627099
423,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,ENERGY MANAGEMENT - OTPS,SUPPLIES AND MATERIALS,644754,0.000644754
424,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT,ADDITIONAL GROSS PAY,552321,0.000552321
425,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT,AMOUNTS TO BE SCHEDULED,6153,6.153e-06
426,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT,FULL TIME SALARIED,30743335,0.030743335
427,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT,OTHER SALARIED,0,0.0
428,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT,UNSALARIED,1756792,0.001756792
429,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT - OTPS,CONTRACTUAL SERVICES,5333567,0.005333567
430,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT - OTPS,FIXED & MISCELLANEOUS CHARGES,1095,1.095e-06
431,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT - OTPS,OTHER SERVICES AND CHARGES,2916123,0.002916123
432,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,EXECUTIVE AND OPERATIONS SUPPORT - OTPS,PROPERTY AND EQUIPMENT,815921,0.000815921
